address,agent_name,agent_url,area,available,balcony,construction_type,deposit,description,duration,dwelling_type,energy_rating,garden,house_name,house_url,interior,number_of_bathrooms,number_of_bedrooms,number_of_rooms,offered_since,pets_allowed,price,property_type,rental_agreement,service_cost,smoking_allowed,status,year_of_construction
5581 JL (Waalre),Extate Housing,https://www.pararius.com/real-estate-agents/eindhoven/extate-housing,119 m²,2024-12-02 00:00:00,Present,Existing building,2500.0,"
                ,Description,

                                                        ,FOR RENT: SPACIOUS SEMI-DETACHED HOME IN A PRIME LOCATION,
,Welcome to Vincent van Goghlaan in Waalre, where this perfectly maintained semi-detached home awaits you! This move-in-ready property offers everything you need: a cozy living room, modern kitchen, three spacious bedrooms, a charming garden with a covered patio, and your own driveway with a garage. It's an ideal place for families, situated in a child-friendly neighborhood with all amenities within reach. Additionally, the home is within walking distance of shops and close to the High Tech Campus and ASML.,
,Key features:,
,
,Family-friendly neighborhood: Perfect for families, with playgrounds and schools nearby.,
,Move-in ready: Modernly finished and well-maintained.,
,Space and comfort: Three bedrooms, modern kitchen, and luxury bathroom.,
,Excellent accessibility: Close to major roads (N69, A2, A67) and public transportation.,
,
,Layout,
,Ground floor,
,
,Entrance and hallway: The front garden leads to the entrance. The hallway provides access to the staircase, the toilet, and the living room.,
,Living room: A generous space with plenty of natural light thanks to large windows. The laminate flooring and sleek plastered walls create a modern look. There’s space for a large dining table and a home office corner.,
,Kitchen: Located at the rear, the closed kitchen features an anthracite tiled floor, granite countertop, gas hob, dishwasher, built-in microwave-oven combination, and a separate freezer. A sleek and timeless space overlooking the garden.,
,
,First floor,
,
,Bedrooms: Two spacious bedrooms, including a large master bedroom with plenty of natural light and a walk-in closet. The second bedroom can serve as a child’s room or home office. Both bedrooms have access to a balcony.,
,Bathroom: A luxurious bathroom with a double sink, a spacious walk-in shower, and a bathtub.,
,Separate toilet: Located on the landing.,
,
,Second floor,
,
,Additional space: The second floor is accessible via a fixed staircase. Here, you'll find a third bedroom suitable for a double bed, as well as a practical laundry room.,
,
,Garage,
The property includes a garage accessible via the driveway.,
,Garden and outdoor space,
The backyard offers tranquility and privacy, with a charming covered patio perfect for relaxing.,
,Rental conditions,
,
,Availability: Immediately.,
,Rent: €1,950 per month.,
,Deposit: €2,500.,
,Pets: In consultation.,
,Smoking: Not allowed.,
,
,The rent excludes gas, water, electricity, internet, and municipal taxes.,
,We adhere to a protocol for assigning candidates. For more information, see this link: ******,
                            ",,House,D,Present,For rent: House Vincent van Goghlaan in Waalre,https://www.pararius.com/house-for-rent/waalre/a1f31748/vincent-van-goghlaan,Furnished,1,3,4,2024-11-25 00:00:00,No,1950.0,"Semi-detached house, Family home",Unlimited period,Excludes: Service costs,No,For rent,1960
9713 EB (Damsterbuurt),123Wonen Groningen,https://www.pararius.com/real-estate-agents/groningen/123wonen-groningen,71 m²,2024-12-13 00:00:00,,Existing building,,"
                ,Description,

                                                        ,123Wonen Dé Verhuurmakelaar offers:  ,
,Furnished 3-bedroom flat in Groningen near the city centre!,
Location: Damsterdiep, Groningen.  ,
,SUMMARY:,
- Suitable for a working person or couple/ expat/ PHD candidates.,
- Available per 13th of December 2024, minimum 12 months and then indefinite extension.,
- Income requirement applicable: approx € 3.800,- based on gross salary.  ,
,This furnished flat will soon be available for a new tenant!!! This flat is located near the cosy city centre and will be delivered fully furnished. Ideal for expats.  ,
,INDELING:,
Entrance hall with access to the rooms, kitchen equipped with all amenities (dishwasher, fridge, stove), spacious living room with sitting and dining area and access to the balcony at the front, master bedroom (approx. 10 m2) with a double bed, built-in cupboard, second bedroom (approx. 5.5 m2) in use as a study , bathroom with shower, washbasin and toilet, hallway with storage cupboard. At the back of the gallery, there is also the opportunity to sit outside, so always a place in the sun or shade!   ,
,DETAILS:,
- Fully furnished;,
- The UMCG and the cosy city centre of Groningen are just a stone's throw away;,
- Well maintained property, recently renovated;,
- Income requirement applies.  ,
,RENT:,
Available per 13th of December 2024 minimum 12 months and then indefinite extension.,
Rent: € 944,- excl G/W/L, TV, internet and taxes. Total rent price € 1,195,- incl upholstery, furniture and service costs.,
The contracts for g/w/e, tv, internet and municipal taxes are arranged by yourself, for companies possibly an inclusive price can be discussed.,
Deposit: € 1,195,-,
,---,
,123Wonen Groningen acts as a rental agent for the owner in this accommodation. For this property are therefore no agency fees apply. If you want to rent after the viewing, the deposit on the first rent is € 150, this is to reserve the property.,
,123Wonen Groningen works at this accommodation as a rental agent for the owner. Did you terminate your previous rental property or will you do so? Tip us your previous landlord and if 123Wonen can act as a rental agent you will receive € 100,- as a thank you.,
,Do you find this offer on another website? Check our own website for the current offer: ******,
,For more information or a viewing, please contact:,
,123Wonen Groningen,
Kraneweg 23,
9718 JZ Groningen,
******,
                            ",,Flat,B,Not present,For rent: Flat Damsterdiep in Groningen,https://www.pararius.com/apartment-for-rent/groningen/1b2b0e0a/damsterdiep,Furnished,1,2,3,2024-11-25 00:00:00,,944.0,"Upstairs apartment, Apartment",,,,For rent,1960
3037 XH (Liskwartier),Vlogmakelaars,https://www.pararius.com/real-estate-agents/rotterdam/vlogmakelaars,50 m²,2024-12-02 00:00:00,Not present,,2500.0,"
                ,Description,

                                                        ,For rent immediately:, furnished room on Rodenrijselaan near Bergweg/Zwartjanstraat. The L-shaped room has an area of 30 m² and is fully furnished.,
,The landlord prefers a female student studying at Erasmus University Rotterdam. Given the shared kitchen and bathroom in the apartment.,
,Are you interested in this furnished room?, Please provide a clear description of yourself and your gross annual income and/or your guarantor's income.,
                            ",,Room,,Not present,For rent: Room Rodenrijselaan in Rotterdam,https://www.pararius.com/room-for-rent/rotterdam/06dcd0cd/rodenrijselaan,Furnished,,,1,2024-11-25 00:00:00,No,1167.0,,Temporary rental,Excludes: Service costs,No,For rent,
1181 NZ (Elsrijk Oost),Amstel Housing Amstelveen,https://www.pararius.com/real-estate-agents/amstelveen/amstel-housing-amstelveen,103 m²,2024-12-02 00:00:00,Present,Existing building,5500.0,"
                ,Description,

                                                        ,Luxurious, modern, and brand new, fully furnished 3-room apartment within walking distance of the Stadhart shopping center, bus/tram stop, near the international school and neighborhood schools, green & friendly environment with paid parking in the street.,
,Layout 2nd floor (with elevator, in the well-maintained building): entrance, hall with spacious & stylishly furnished living/dining room with tasteful modern light floor, modern furniture, access to the spacious balcony located on the southeast;,
luxurious open, fully equipped kitchen (oven, dishwasher, induction, fridge/freezer); and a nice dining table with chairs.,
Large utility room with washer & dryer.,
Spacious bathroom with walk-in shower, sink, Toilet, radiator;,
Spacious master bedroom with double bed and large wardrobe and a balcony.,
2nd bedroom office table with chair a large closet.,
A storage room in the basement.,
,Ideal for a single person / a couple.,
An advance payment of €200 for gas, water, and electricity.,
                            ",,Flat,A,,For rent: Flat Runmoolen in Amstelveen,https://www.pararius.com/apartment-for-rent/amstelveen/0c29791e/runmoolen,Furnished,1,2,3,2024-11-25 00:00:00,,2750.0,"Upstairs apartment, Apartment",,,,For rent,1990
1059 AV (Hoofddorppleinbuurt),Van Baerle makelaars,https://www.pararius.com/real-estate-agents/amsterdam/van-baerle-makelaars,84 m²,In consultation,Present,Existing building,,"
                ,Description,

                                                        ,For Rent: Characteristic and Spacious Apartment with Beautiful Kitchen and Balcony in Amsterdam South,
,VIEWINGS AVAILABLE DURING THE OPEN HOUSE:,
TUESDAY, NOVEMBER 26, 4:00 PM - 5:00 PM,
WEDNESDAY, NOVEMBER 27, 10:00 AM - 11:00 AM.,
,Stylish living in Amsterdam—this is the neighborhood you’ve been looking for. Rijnsburgstraat 24-1 is located in the charming Hoofddorpplein neighborhood. We proudly offer this stylish and high-quality finished apartment at Rijnsburgstraat 24-1. This luxurious home combines space, comfort, and elegance with an excellent location near the vibrant heart of the chic Amsterdam Oud-Zuid district.,
,Property Features:,
Single-level apartment,
Three bedrooms, ideal for a couple or a family,
Open kitchen with sleek design and built-in appliances,
Light oak wooden floors that provide a warm and stylish ambiance,
Balcony front and backside,
Energy label C – a sustainable and energy-efficient choice,
Suitable for a maximum of two persons or a family,
Rental price: €2,650 per month (excluding gas, water, electricity, and internet),
Security deposit: One-time payment of €2,650,
Rental agreement: Indefinite duration,
,Living Area: Approx. 84 m²,
,Location:,
Situated in the lovely Hoofddorpplein neighborhood, this property offers the best of Amsterdam South. The apartment is easily accessible and close to many amenities. Located within walking distance of a supermarket and a short bike ride from a train station. The nearest highway is just a 2-minute drive away.,
                            ",,Flat,C,Not present,For rent: Flat Rijnsburgstraat in Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/e8e6dd59/rijnsburgstraat,,1,3,4,2024-11-25 00:00:00,,2650.0,"Upstairs apartment, Apartment",,,,For rent,1929
4811 NJ (Chassé),HouseHunting Breda,https://www.pararius.com/real-estate-agents/breda/househunting-breda,29 m²,2025-01-01 00:00:00,Not present,Existing building,858.0,"
                ,Description,

                                                        ,Comfortable apartment for rent in Breda in the Chassé district.,
                            ",Minimum of 12 months,Flat,,Not present,For rent: Flat Dr. van Mierlostraat in Breda,https://www.pararius.com/apartment-for-rent/breda/c2df03ad/dr-van-mierlostraat,Upholstered,1,,1,2024-11-25 00:00:00,No,858.0,"Upstairs apartment, Apartment",Unlimited period,"Includes: Electricity, Gas, Service costs, Water",No,For rent,1934
2514 EB (Voorhout),070Wonen,https://www.pararius.com/real-estate-agents/den-haag/070wonen,97 m²,2024-12-02 00:00:00,,Existing building,,"
                ,Description,

                                                        ,LANGE VOORHOUT, UPHOLSTERED, BUURTSCHAP 2005, € 2295,- EXCLUDING G.W.E.  ,
,Fantastic apartment located in the city center of The Hague. Various entertainment venues, shops and public transport are within walking distance as well as various arterial roads.  ,
,Entrance in communal hall; stairs to the first floor. Entry into a very spacious kitchen, equipped with various built-in appliances such as; hob, dishwasher, fridge, freezer, oven and extractor hood.,
The spacious living room with large mantelpiece is tastefully and brightly decorated and has a lot of light. Bathroom has a towel radiator, washbasin, toilet and large walk-in shower.  ,
,Special features:,
- Rental period minimum 12 months,
- Suitable for a working person or couple, no students. – Income requirement 3 x monthly rent as gross income,
- Basic rent is ******,
- Additional 185 for G/W/E & internet,
- Number of WWS points: 193,
- Total rent is 2480,00,
- Housing permit not required,
- Monumental building!  ,
,The property is located in a very attractive location and is definitely worth a visit, contact 070wonen via ****** or ******  ,
,LANGE VOORHOUT, UPHOLSTERED, BUURTSCHAP 2005, € 2295,- EXCLUDING G.W.E.  ,
,Fantastic apartment located in the city center of The Hague. Various entertainment venues, shops and public transport are within walking distance as well as various arterial roads.  ,
,Entrance in communal hall; stairs to the first floor. Entry into a very spacious kitchen, equipped with various built-in appliances such as; hob, dishwasher, fridge, freezer, oven and extractor hood.,
The spacious living room with large mantelpiece is tastefully and brightly decorated and has a lot of light. Bathroom has a towel radiator, washbasin, toilet and large walk-in shower.  ,
,Special features:,
- Rental period minimum 12 months,
- Suitable for a working person or couple, no students. – Income requirement 3 x monthly rent as gross income,
- Basic rent is €2295.00,
- Additional €185 for G/W/E & internet,
- Total rent is 2480,00,
- Number of WWS points: 193,
- Housing permit not required,
- Monumental building!  ,
,The property is located in a very attractive location and is definitely worth a visit, contact 070wonen via ****** or ******,
                            ",,Flat,,,For rent: Flat Lange Voorhout in Den Haag,https://www.pararius.com/apartment-for-rent/den-haag/3b590170/lange-voorhout,Upholstered,,,3,2024-11-25 00:00:00,,2480.0,Mezzanine,,Includes: Service costs,,For rent,1775
4811 GK (Valkenberg),Find a House,https://www.pararius.com/real-estate-agents/breda/find-a-house,60 m²,In consultation,Present,Existing building,,"
                ,Description,

                                                        ,Modern, fully furnished apartment within walking distance of the center of Breda and the central station of Breda. This pleasant apartment has a beautiful open kitchen with built-in appliances, a modern bathroom, a balcony and a bedroom located at the front of the building. The apartment is located on one of the oldest streets in the city center of Breda. The Boschstraat is a lively street full of shops and restaurants. A five-minute walk will take you to the center of Breda, where there is plenty to do.,
,Layout:,
,The general, lockable entrance is equipped with an intercom system and is located on the courtyard. The building has three residential units that can be reached via a staircase. Each layer has a common landing and has an outdoor space.,
,From the outside area access to the apartment. Hallway / entrance with intercom system which provides access to the spacious living room with beautiful light through the large windows. The living room has a cast floor with concrete look and is fully furnished with:,
,Dining room table with chairs,
Spacious sitting area with LED TV,
Breakfast bar with stools,
From the living room access to the hall, with extra space for a guest bed, which provides access to an internal storage room, the laundry room, the bathroom and separate toilet. Furthermore, access to the bedroom at the front of the building. The bedroom has a spacious wardrobe, double bed and bedside tables.,
,Particularities:,
Fully furnished and ready to move in,
Centrally situated,
No smoking and no pets,
Rent is € 1250 exclusive,
The cost for enegy is €250,-,
Cost for upholstering and furniture is €200,-,
Access to a shared roof terrace,
Optional for rent: duvet, pillows and linen,
                            ",,Flat,A,Not present,For rent: Flat Boschstraat in Breda,https://www.pararius.com/apartment-for-rent/breda/678a5273/boschstraat,Upholstered or furnished,1,1,2,2024-11-25 00:00:00,,1700.0,"Gallery flat, Apartment",,"Includes: Electricity, Gas, Water",,For rent,2015
4814 CB (Tuinzigt),Find a House,https://www.pararius.com/real-estate-agents/breda/find-a-house,90 m²,2024-12-15 00:00:00,Not present,New development,,"
                ,Description,

                                                        ,New, modern and gas-free apartment of approx. 90m² with two bedrooms, living room with open kitchen, bathroom, toilet, spacious storage room, private parking space and spacious garden of 75m² located on the West.,
,Tuinzigt is a lively neighborhood with a diverse character and a practical location in relation to the center of Breda. Once created as a real working-class neighborhood, Tuinzigt has undergone a significant upgrade in recent years, which is visible in the mix of renovated homes, apartment complexes and some new construction projects. This makes it an accessible neighborhood for starters, young families and people who want to enjoy the benefits of an urban living environment.,
,Good accessibility,
,The neighborhood is easily accessible, both by car and public transport. Tuinzigt is close to highways such as the A16 and A58, which is ideal for commuters. By bike you can reach the station within 10 minutes, as well as the center of Breda in just under 5 minutes. There are also several bus lines that quickly take you to the city center of Breda or the train station, making it easy to connect to other cities.,
,Layout,
,The entrance provides access to all rooms;,
,- Spacious living room of 36m² with open kitchen equipped with all amenities, including; 90 cm induction hob, extractor hood, fridge with freezer, combi oven, dishwasher and various storage cupboards,
- French doors to the partly tiled garden and partly artificial grass garden, wonderfully maintenance-free,
- Bedroom 1 of approx. 15m² and a walk-in closet of 3.5m² located at the rear of the house with French doors to the garden,
- Bedroom II of approx. 12m², located at the front of the house,
- Bathroom with shower, washbasin with furniture and mirror cabinet,
- Separate toilet with washbasin,
- Technical room with the connection for the washing equipment,
,Special features:,
Everything is delivered brand new,
Energylabel A,
No less than 8 solarpanels,
This apartment is completely equipped with a beautiful herringbone floor,
There is a private parking space included,
Spacious storage room of approx. 14m²,
                            ",Minimum of 12 months,Flat,A,"Present (75 m², located on the west)",For rent: Flat Dijklaan in Breda,https://www.pararius.com/apartment-for-rent/breda/f2c9ebef/dijklaan,Upholstered,1,2,3,2024-11-25 00:00:00,,2295.0,"Downstairs apartment, Apartment",,,,For rent,2024
2548 AE (Erasmus Veld),Onesta Vastgoed,https://www.pararius.com/real-estate-agents/den-haag/onesta-vastgoed,136 m²,2024-12-02 00:00:00,Not present,Existing building,,"
                ,Description,

                                                        ,Unique opportunity for spacious (136 m²) and luxurious living in The Hague, in a new complex (2022) with private parking in green surroundings! ,
,What makes this house special?,
Sustainable living at its best! This complex, completed in 2022, guarantees comfort!,
,Drive your car into the covered parking garage, with your own parking space in front of your own door. Second entrance at the front of the house. Spacious kitchen with built-in appliances, utility room, separate toilet and storage room on the ground floor. Stairs to the first floor. Here you will find a very bright living room, large windows, a handy layout that allows you to create a cozy front and back room, storage space in a spacious stair cupboard and installation cupboard. At the front you sit super private with green views, at the rear you have a lovely sunny terrace and a view of the shared 'courtyard garden'. The top floor has 3 bedrooms, two of which are at the rear, and a master bedroom at the front. The bathroom, with shower, sink and toilet, can be reached via the hallway and also via the master. Handy wide cupboard, for even more storage space, and a storage room with washing machine connection. If there is not enough storage space, this apartment is also equipped with an external storage room next to the parking space. You will find comfort in underfloor heating, and in combination with the heat recovery system, this ensures low energy costs.,
,Welcome to Leyenburg/Wateringen!,
It is wonderfully quiet living here in a child-friendly and green environment. With 10 minutes of cycling you are in the middle of the Zuiderpark, where you can not only get some fresh air or go for a run, but there is also more than enough with many events on the agenda. Public transport is around the corner and you can reach the Hollands Spoort train station within 20 minutes. Childcare, schools and sports clubs in the nearby area. By car you can easily reach various arterial roads, for example towards Amsterdam or the other way to Rotterdam. ,
,Ideal quiet and safe environment with many play options for families! Are you looking for the comfort of new construction, space and greenery? Then you've come to the right place!,
,Good to know: ,
,
,Energy label A+++;,
,Floor heating and a heat recovery installation, triple glazing; ,
,Completely gas-free; ,
,Own parking space in the covered parking garage; ,
,External storage room in the covered parking garage, adjacent to your own home; ,
,Communal bicycle shed; ,
,Complex with many amenities: a 'guest room', living room and laundry room; ,
,Green environment, private view at the front; ,
,And did you know that this building has won a number of awards, including the architecture prize? Now that's something to impress your friends ;-)!,
,
                            ",,Flat,A+++,Present (11 m²),For rent: Flat Leyweg 1187 in Den Haag,https://www.pararius.com/apartment-for-rent/den-haag/a3875405/leyweg,Upholstered,1,3,5,2024-11-25 00:00:00,,2250.0,"Semi-detached house, Apartment",,,,Under option,2022
1187 VE (Schrijversbuurt),Renthouse Vastgoed,https://www.pararius.com/real-estate-agents/amsterdam/renthouse-vastgoed,135 m²,2025-01-01 00:00:00,Not present,Existing building,6400.0,"
                ,Description,

                                                        ,Luxury family rental home available in the lovely neighbourhoood of Westwijk in the south of Amstelveen.,
,It features:,
,- open plan living and dining area with large windows offering lots of natural light,
- open kitchen fully equipped with all appliances,
- 4 bedrooms; 3 of which are master sized,
- nicely tiled bathroom equipped with bathtub,
- generous garden perfect for relaxation or for hosting guests,
- double glazed,
- total living space 135 m2,
,Location:,
,This neighbourhood in the south of Amstelveen is very green and child friendly, and there are alot of expats living here.,
The shopping mall at Westwijk is very close for all daily and weekly amenities, while also close by is the International School of Amsterdam (Amstelveen) and the Metro 25 which goes all the way to the heart of Amsterdam in 30 minutes.,
Schiphol airport and all destinations in and out of the city are very accessible via the highways A10, A9, A2 and A4.,
,Conditions:,
,NO SHARING ALLOWED,
,Quoted rental price is exclusive of Utilities (gas, water, electricity, tv and internet),
Tenancy agreements subject to owner’s consent,
A copy of the energy certificate will be provided to the tenant.,
,This property may be rented by a tenant with their own temporarily paid income from work but unfortunately not via guarantee of someone who will not live in the house themselves.,
,For more information about this property or about our total portfolio call our office or visit our website. Our team of specialists will be happy to assist you.,
                            ",Minimum of 12 months,House,B,Present (located on the north-east),For rent: House Loethoelilaan in Amstelveen,https://www.pararius.com/house-for-rent/amstelveen/568f7011/loethoelilaan,Furnished,1,3,4,2024-11-25 00:00:00,No,3250.0,"Corner house, Family home",Unlimited period,Excludes: Service costs,No,For rent,1980
2511 DB (Uilebomen),Rotsvast Den Haag,https://www.pararius.com/real-estate-agents/den-haag/rotsvast-den-haag,68 m²,2024-12-02 00:00:00,Present,Existing building,3590.0,"
                ,Description,

                                                        ,KORTE HOUTSTRAAT, CENTRE, THE HAGUE,
,Very nice and modern aparment in the centre of The Hague, which has recently been completely renovated and upgraded with a new modern kitchen and bathroom. Around the corner from the Binnenhof, various ministries, the city hall and the square ""Plein"" with its restaurants. This furnished 3-room (2 bedroom) flat can be moved in immediately.,
,Layout:,
Entrance apartment, hall, toilet, 2 bedrooms, also access from the hall to the luxurious bathroom upgraded with bathtub, shower, double washbasin with cabinet, washer/dryer combination and towel radiator, small indoor storage room with the setup for the central heating boiler, living room with open kitchen upgraded with induction hob, extractor hood, oven, dishwasher and fridge/freezer, from the living room you have access to the balcony located on the east.,
,Details:,
- Rental price € 1,795.00 excl. G/W/L,
- Furnished,
- Available directly,
- 2 bedrooms,
- Storage on the ground floor,
- Energy label B,
- No housing permit required!,
- Not suitable for sharing!,
                            ",,Flat,B,Not present,For rent: Flat Korte Houtstraat in Den Haag,https://www.pararius.com/apartment-for-rent/den-haag/fe71c371/korte-houtstraat,Furnished,1,2,3,2024-11-25 00:00:00,No,1795.0,"Gallery flat, Apartment",Unlimited period,Excludes: Service costs,No,Rented under option,1985
3012 LG (Cool),Rotterdam Apartments,https://www.pararius.com/real-estate-agents/rotterdam/rotterdam-apartments,50 m²,2025-02-25 00:00:00,Not present,Existing building,1660.0,"
                ,Description,

                                                        ,Fully furnished and renovated Hotel Studios ranging from 40m2 to 50m2 with views over the Eendrachtsweg. Located in the center of Rotterdam. In and around the bustling street you will find art, culture, theater, film, the pub and good food. Everything at a step away from the front door. Both Leuvenhaven metro station and the Beurs train station are within walking distance.,
,Layout:  Common entrance. Entrance on the 1st / 2nd or 3rd floor. Entrance of the hotel / studio's overlooks the Eendrachtsplein. The studios are equipped with a double bed, two-seater sofa, side table. TV. The kitchen bar is equipped with a coffee machine, kettle and fridge , optional to place a microwave. The spacious luxury bathroom has a bath, sink with mirror and toilet.  , weekly cleaning of the rooms including replacement bed linen and towels. ,maximum rentalperiode is 6 months, The photos are an indication. The final photos will soon be posted. No rights can be derived from the displayed photos *,
                            ",,Flat,,,For rent: Flat Eendrachtsweg in Rotterdam,https://www.pararius.com/apartment-for-rent/rotterdam/9c5511a3/eendrachtsweg,Furnished,,1,1,2024-11-25 00:00:00,No,1660.0,Gallery flat,,Includes: Service costs,,For rent,1872
5622 GH (Mensfort),Friendly Housing,https://www.pararius.com/real-estate-agents/eindhoven/friendly-housing,42 m²,2025-01-07 00:00:00,Not present,Existing building,1950.0,"
                ,Description,

                                                        ,New modern studio's at top location in Eindhoven!,
,Our fully self-contained studios offer all the luxury and comfort you need. Each studio is equipped with:,
,
,Underfloor heating for a comfortable indoor climate.,
,A modern kitchen with all necessary appliances.,
,A bathroom with a shower, toilet, and sink.,
,
,Located near Winkelcentrum Woensel, various bus stops, universities, sports facilities, and major roads, everything you need is within reach.,
,Availability and furnishings:,
,
,Minimum rental period: 12 months.,
,Luxuriously furnished and decorated, including flooring and curtains.,
,
,Rental Information:,
,The tenant is responsible for arranging their own gas, water, and electricity contracts.,
,Sustainability:, Since June 1, 2023, the studios have been equipped with solar panels, with all generated power directly benefiting the tenant. This means lower energy costs and a contribution to a greener future!,
,Energy label A+ !,
,Cost overview:,
,
,Base rent: € 975,- per month,
,Service charges: € 77,- per month,
,Furnishing costs: € 150,- per month,
,TV / internet: € 58,- per month,
,Upholstery: € 46,- per month,
,Washing / drying machine: € 29,- per month,
,Solar panel rental costs: € 60,-,
,Total monthly rent: € 1395,- per month excluding gas, water and electricity and municipality taxes,
,Security deposit: 2 months rent,
,
,Contact us today to schedule a viewing and experience the convenience and luxury of living in a modern studio in a prime location in Eindhoven!,
                            ",Minimum of 12 months,Studio,A+,Not present,For rent: Studio Willem Rosestraat in Eindhoven,https://www.pararius.com/studio-for-rent/eindhoven/f1b1db9f/willem-rosestraat,Furnished,1,1,2,2024-11-25 00:00:00,No,1395.0,"Studio, Apartment",Unlimited period,Excludes: Service costs,No,For rent,2021
2512 GE (Zuidwal),Homely Rentals,https://www.pararius.com/real-estate-agents/den-haag/homely-rentals,83 m²,2024-12-02 00:00:00,Not present,Existing building,2495.0,"
                ,Description,

                                                        ,Lovely apartment for rent in Den Haag with 2 bedrooms in the Zuidwal district.,
                            ",Minimum of 12 months,Flat,A,Not present,For rent: Flat Prinsegracht in Den Haag,https://www.pararius.com/apartment-for-rent/den-haag/5335d2a4/prinsegracht,Shell,1,2,3,2024-11-25 00:00:00,No,2495.0,"Mezzanine, Apartment",Unlimited period,Excludes: Service costs,No,For rent,1675
2922 AT (Kortland-Noord),Nationaal Grondbezit,https://www.pararius.com/real-estate-agents/rotterdam/nationaal-grondbezit,85 m²,2024-12-16 00:00:00,Present,Existing building,,"
                ,Description,

                                                        ,Lovely apartment with balcony for rent in Krimpen aan den IJssel with 2 bedrooms in the Kortland-Noord district.,
                            ",,Flat,A,Not present,For rent: Flat Hoogstade 50 in Krimpen aan den IJssel,https://www.pararius.com/apartment-for-rent/krimpen-aan-den-ijssel/a1fd9154/hoogstade,Shell,1,2,3,2024-11-25 00:00:00,,1265.0,Staircase-accessed flat,,,,For rent,1992
3024 EP (Schiemond),Interhouse verhuurmakelaars Rotterdam,https://www.pararius.com/real-estate-agents/rotterdam/interhouse-verhuurmakelaars-rotterdam,107 m²,2025-01-01 00:00:00,,Existing building,,"
                ,Description,

                                                        ,Now available an attractive and fully furnished 3 room apartment (approx. 107 M2) located in the popular Lloydkwartier with an optional private parking space in the basement.,
The apartment is on the fourth floor of the beautiful Crescendo complex and is in a good state of repair. The large living room of no less than 40 M2 and the beautiful corner location and large glass fronts make it wonderfully light and you have a beautiful view over the neighborhood.  ,
,The building is located at the beginning of the Mullerpier in the Lloydkwartier. The Lloydkwartier consists of the Lloydpier and Mullerpier and is a quiet inner-city residential area with a strong maritime character. The shipping on the water of the Parkhaven, Sint-Jobshaven and the Maas ensures a maritime liveliness from the quays. In this former harbor area, historic harbor monuments meet modern industrial architecture. An inspiring environment with trendy restaurants (including the new restaurant ""Goud"" by Herman den Blijker and ""trattoria Sophia"" by Frank Huson and Maaike Groenewegen), theater, cafes, coffee bars, Fitland Sports Club, Albert Heijn and a water taxi and water bus boarding point.  ,
,7 minutes by bike to the city center, 11 minutes by bike to Rotterdam CS, 6 minutes by car from the Ring Rotterdam, 5 minutes by water taxi from Hotel New York and with excellent public transport facilities in the immediate vicinity.  ,
,Layout:  ,
,The elevator takes you to the fourth floor where you get out in the communal hall.  ,
,Spacious entrance / hall of 9 m2 with sufficient space for a wardrobe. All rooms in the house are accessible from here, and you will also find the toilet and laundry room with washing machine and dryer here.,
Two attractively furnished bedrooms of 15 m2 and 12 m2.,
The fully tiled bathroom has a sink, shower and bath.,
The living room with open kitchen is 54m2 in size and has a large glass front to the west, and 2 side doors to the south, with a beautiful view over the neighborhood and a nice view of the harbor with the dock for the water bus and taxi. The open kitchen has a nice large work island with plenty of cupboard space and a fixed wall element with an American fridge / freezer, dishwasher, oven, induction hob and stainless steel recirculation chimney. From the kitchen access to the storage room with a lot of storage space. The entire apartment is in a perfect state of repair and newly upholstered and furnished, and has a new PVC floor.  ,
,Requirements:  ,
,- Available for immediate occupation,
- Min. rental period of 12 months,
- Optional indoor private parking space available for € 150 per month,
- Income exclusively from work, the monthly income requirement is 3.5x the rent as gross,
income,
- Students allowed if a working family member can provide financial guarantee (above,
average income required),
- The deposit is € 3500, -,
- The rent is excluding district heating, water, electricity, TV/internet, etc.,
- Viewing requests only by email,
- The house can only be rented furnished,
                            ",,Flat,A+,,For rent: Flat Müllerkade in Rotterdam,https://www.pararius.com/apartment-for-rent/rotterdam/722aaa56/muellerkade,Furnished,,,3,2024-11-25 00:00:00,,2450.0,Staircase-accessed flat,,,,For rent,2012
